	African	CelticEnglish	EastAsian	European	Greek	Hispanic	Jewish	Muslim	Nordic	SouthAsian
Alexis Battle	0.019084776	0.82906103	0.0059132027	0.083288506	0.011587281	0.03018458	0.0009397632	0.008205649	0.00044622127	0.011288979
Christophe Dessimoz	0.0024913843	0.0029334624	0.0011237483	0.98153746	0.0005194229	0.0024984595	0.000318276	0.0030789673	0.004590926	0.0009078477
Xiaole Shirley Liu	0.0005868553	0.004944863	0.9909217	0.0013975621	9.6025644e-05	0.001566475	4.666824e-06	0.00013555844	0.00014978873	0.0001964543
Elaine Mardis	0.111271255	0.6528413	0.015631566	0.08860372	0.041383266	0.019269273	0.013183701	0.04680883	0.0046022045	0.006404872
Jian Peng	0.00028457475	0.009999928	0.9816922	0.0019805562	4.245964e-05	0.0017142425	3.6771205e-05	3.8913808e-05	0.0039244923	0.0002857755
Steven L. Salzberg	0.008093461	0.06672941	0.0068072844	0.19613819	0.00096259505	0.13783978	0.51237524	0.0067531145	0.05988047	0.004420433
David Weininger	0.027809462	0.1640489	0.010138874	0.65020895	0.00050647446	0.02399201	0.0739486	0.0024441385	0.04272186	0.0041807084
Irwin Kuntz	0.041876126	0.033077456	0.024714792	0.66722786	0.03250333	0.017531388	0.005934079	0.027866518	0.09848644	0.050782025
Gregory Petsko	0.0074846013	0.020978985	0.00051472	0.94640946	0.0004609377	0.00075917185	0.00021862646	0.015754517	0.0070279883	0.00039104727
Wah Chiu	0.00043450473	0.0043869973	0.98949665	0.0013086665	2.7655778e-05	0.0011907507	0.001000707	0.0009060694	0.00018647696	0.0010614995
David Botstein	0.06825178	0.12485779	0.0033823787	0.6807241	0.00089847215	0.0042845197	0.09555128	0.0064877165	0.012044508	0.0035174158
Rebecca Eisenberg	0.036824856	0.078140065	0.015523251	0.7264013	0.00053408626	0.07619055	0.02993752	0.015311303	0.014441021	0.0066959634
Marvin Cassman	0.19915919	0.16541794	0.020361053	0.46117693	0.0012706869	0.05897509	0.007373045	0.017712401	0.057535812	0.01101792
Latanya Sweeney	0.33441347	0.27102733	0.0351642	0.067880236	0.0005206927	0.014068554	0.00016061039	0.02763658	0.016893096	0.23223525
Henry Greely	0.014864086	0.93383414	0.005457431	0.014564944	0.00041248926	0.007095169	0.002766396	0.0046334574	0.00078289094	0.015589013
Deborah Nickerson	0.076276846	0.80851924	0.012035262	0.044915874	0.0010623953	0.015744058	0.0024062123	0.007418579	0.009042404	0.022579158
Arti Rai	0.003159489	0.044390645	0.028290961	0.22041935	0.0005044303	0.0064079957	0.011497003	0.0027673012	0.60635906	0.07620373
Eric Meslin	0.045622084	0.22438589	0.049311172	0.20282364	0.0008679569	0.4299976	0.0025930551	0.008841784	0.02884211	0.006714664
Elizabeth Blackburn	0.00084911543	0.98882896	0.0006466664	0.0011972073	0.00048334265	0.0007524705	0.0009649785	0.00016069344	0.0047496296	0.0013668931
Marc Rotenberg	0.026328297	0.012629805	0.00242885	0.50262386	0.0040452355	0.026466789	0.41317847	0.0056553134	0.0062491815	0.00039423094
John Dupre	0.004652278	0.019329712	0.0015955493	0.8886373	0.0002039787	0.0032928814	4.3088887e-05	0.00011295605	0.081257544	0.0008747113
Andrew McCulloch	0.020909421	0.9629729	0.001312754	0.004445869	0.0006490437	0.0029639055	0.000117994095	0.002627731	0.00045590976	0.0035444493
Greg Hampikian	0.002525876	0.01697517	0.0026372708	0.021058248	0.0008657316	0.0002528607	7.0068105e-05	0.9498387	0.00077898195	0.0049970536
Drew Endy	0.24124947	0.09967291	0.07191671	0.5042374	0.0007000873	0.009291825	0.0011673247	0.0059390175	0.06319759	0.0026276156
Stanley Nelson	0.10550414	0.7247609	0.011070217	0.091836564	0.0013473198	0.033482283	0.0006618248	0.004227972	0.006371883	0.020736923
Isaac Kohane	0.66621196	0.055783384	0.019315049	0.1706566	0.0016931598	0.014291622	0.008372379	0.040725116	0.004281693	0.018669019
Vijay Pande	0.00080657506	0.002993101	0.001632592	0.00028510674	3.5946166e-06	8.192873e-05	3.275607e-05	0.00079066865	0.00025594048	0.9931177
Ellen Wright Clayton	0.010338155	0.7319348	0.03583985	0.021230483	0.002389936	0.10178387	0.00010727403	0.018313663	0.0066627874	0.07139918
James Heywood	0.0038727869	0.99316335	0.00025246516	0.0011129054	2.4599305e-05	0.00011019588	5.8073715e-06	0.0006864871	3.8617003e-05	0.00073286705
David Ewing Duncan	0.011818679	0.96745646	0.0013316278	0.0070489515	0.00014338976	0.0013155731	0.00030671371	0.0024861386	0.000405312	0.007687096
Dan Roden	0.021393318	0.8728992	0.008085961	0.030658085	0.0011061551	0.023533128	0.024129864	0.0028172638	0.011432203	0.0039448207
Atul Butte	0.03927058	0.04900457	0.0024650823	0.012286385	5.794488e-05	0.0005948388	2.7703007e-05	0.012327998	0.0045678066	0.87939703
Douglas Fridsma	0.062624626	0.5874631	0.04946153	0.029793018	0.0044726734	0.020343788	0.0043966356	0.016524086	0.21976815	0.0051524285
Lucila Ohno-Machado	0.00330053	0.005768421	0.24714766	0.51373357	0.0010750827	0.20511371	0.001210749	0.016445166	0.0052471603	0.0009579882
Winter Mason	0.16648464	0.121920615	0.061900035	0.25124693	0.0012760235	0.18099812	0.0037597418	0.11817902	0.026286846	0.067948036
Nancy Cox	0.006611831	0.69183904	0.023470325	0.25465024	0.00039567458	0.014094368	0.00014588768	0.002920195	0.0029763244	0.0028962435
David Magnus	0.023517406	0.7731607	0.0380559	0.032628592	0.0014328088	0.0032157595	0.0009942738	0.00096224836	0.12474064	0.0012916671
Neil Risch	0.027539795	0.3671248	0.056220155	0.48488015	0.0005117973	0.025807759	0.0061909445	0.0020575905	0.014287901	0.015379098
Carlos Bustamante	0.00066297996	0.000937023	0.0012235882	0.011089714	0.00036877632	0.9842152	4.630757e-05	0.0003031509	0.00091965025	0.00023366828
Jennifer Wagner	0.11024133	0.15534355	0.009024231	0.62443066	0.00024929093	0.060553316	0.0034499827	0.0013942786	0.008190923	0.027122349
Ifeoma Ajunwa	0.5591566	0.0078104986	0.023620397	0.23564984	5.4693915e-05	0.06583535	0.00014182599	0.0055571627	0.0007333282	0.101440206
Sam Karlin	0.013425695	0.3462179	0.046609	0.10613358	0.0008273638	0.010818143	0.07861523	0.26558462	0.117972754	0.013795672
Martin Karplus	0.0002286056	0.64007455	0.000108206346	0.2979351	0.0001804598	0.00028660594	8.328595e-06	0.00018005478	0.060893543	0.00010453509
Eric Lander	0.029547118	0.27818274	0.011377491	0.56950617	0.0006865085	0.01785538	0.00258541	0.004324809	0.07722047	0.008713909
Robert Lipshutz	0.008398143	0.12865077	0.0028718603	0.74716073	0.0038103228	0.005242821	0.053960226	0.004420255	0.040878683	0.0046061776
Jonathan King	0.030252209	0.8706403	0.006998997	0.0709441	0.00031016156	0.0048784725	0.001100575	0.00079216657	0.0068606175	0.0072224154
Ruben Abagyan	0.3075729	0.008266177	0.0006105208	0.63970286	0.0003919531	0.01826708	0.003990136	0.005928393	0.015138737	0.0001312317
Charles Cantor	0.06721638	0.2644514	0.025905373	0.60527813	0.0004827771	0.013151455	0.0014784621	0.003637948	0.012450696	0.0059473766
David Cox	0.0012170421	0.9750015	0.001667622	0.019384524	4.9363658e-05	0.0014158019	0.00010999894	0.00046994665	0.0004065436	0.00027757516
Ron Davis	0.071918465	0.7205821	0.011974267	0.04404096	0.004006515	0.018534647	0.088428035	0.017070917	0.0045685307	0.018875502
Klaus Gubernator	0.00039737712	0.001736306	0.0013428865	0.9912459	0.00044012765	0.0010525238	7.077179e-05	0.0020785688	0.0010591536	0.00057637296
Joshua Lederberg	0.04910909	0.049948394	0.0029171952	0.5204566	0.00048007423	0.14474891	0.171662	0.0031081142	0.056270134	0.0012993546
David Schwartz	0.037661176	0.025400953	0.0014234883	0.6516785	0.0002526716	0.024349326	0.19836192	0.0020441052	0.057794984	0.001032917
John Yates	0.008849105	0.9691786	0.0040929965	0.0025074864	0.0048404494	0.0014091396	3.044448e-05	0.0023998863	0.00049617136	0.0061956863
Peer Bork	0.0019358675	0.011560597	0.0013200708	0.26093647	0.00022934763	0.0011793467	0.00092651445	0.004140273	0.715429	0.002342544
John Moult	0.02514935	0.9413392	0.000909404	0.01516413	0.0022515676	0.0009374934	2.5745801e-05	0.0023155636	0.010093871	0.0018135833
Pitor Slonimsky	7.68403e-05	0.0016272555	0.00029004176	0.10775569	0.00041518998	0.00037868193	0.88046867	0.008219101	0.000605733	0.00016275689
Ed Southern	0.017180614	0.8301784	0.029631184	0.040836044	0.0015937188	0.023473851	0.00083884783	0.0075849206	0.001308055	0.047374267
Peter Willett	0.018621983	0.8721032	0.0046231677	0.0683517	0.0016913167	0.0071657896	0.0011919128	0.001543683	0.017462198	0.0072450535
John Wooley	0.010591123	0.9715741	0.002897166	0.007609132	0.00048591767	0.0018605398	0.000108048094	0.0014917115	0.0003973086	0.0029849103
Eric Davidson	0.037750162	0.6208995	0.0025242392	0.03445736	0.0012999513	0.021015743	0.00030156467	0.0021625324	0.26245147	0.017137442
Walter Gilbert	0.007694958	0.13372216	0.0055714855	0.5788331	0.0019417012	0.25633067	0.0041777873	0.004489024	0.0031031803	0.0041359738
Takashi Gojobori	0.00010705685	5.483056e-05	0.99808335	0.0014591061	1.3804404e-05	0.0001504483	1.0541975e-05	1.8519326e-05	5.463352e-05	4.7637208e-05
Hans Lehrach	0.00043648467	0.0007076465	0.0024068942	0.96791965	0.00017287332	0.002234584	0.0011171204	0.007620959	0.016801668	0.00058222964
Yvonne Martin	0.017183935	0.22935675	0.012102824	0.52309924	0.004755275	0.048220087	0.0038992877	0.0042005396	0.1455067	0.011675353
Yusuke Nakamura	4.885883e-05	1.2063424e-05	0.9996474	0.00013939347	1.1737759e-06	0.00013710157	2.2492888e-07	4.5373554e-06	5.6553076e-06	3.5379683e-06
Phillip Sharp	0.0065454566	0.95787823	0.0061336597	0.008479139	0.00026519643	0.0038438009	0.0020506782	0.0055159815	0.0021276225	0.007160338
Mark Adams	0.052217446	0.90606225	0.003038028	0.017988138	0.0038658155	0.007022929	0.0006516904	0.0023379598	0.0024276369	0.0043881712
Roger Brent	0.022704696	0.72211254	0.0036268807	0.2042291	0.00053453195	0.017931852	0.0029480823	0.0028865347	0.019608134	0.0034176605
Franz Lang	0.0006135887	0.011017419	0.0054061767	0.96775055	7.497934e-05	0.012484884	0.00015306727	0.00066816155	0.0017751394	5.598026e-05
Klaus Lindpaintner	3.615187e-05	0.0003713388	0.00032669512	0.9966329	1.907986e-05	0.0006024496	7.014471e-06	8.843295e-05	0.0017868063	0.00012919039
Mark Ptashne	6.189469e-05	0.0018243332	1.9352368e-05	0.99779725	2.2141508e-06	2.7316317e-05	1.4323327e-07	3.2355754e-05	5.4327622e-05	0.00018078905
Matthias Wilm	0.0010892088	0.00464533	0.0061628926	0.97854555	0.00034281547	0.004144653	6.50766e-05	0.0003570959	0.004492061	0.00015542019
Ali H. Brivanlou	0.00088552036	0.018300619	0.0008950828	0.016623162	0.013963374	0.0018278827	0.0007296673	0.9439216	0.0025660086	0.0002870071
Evan Eichler	0.00039250113	0.0007918407	0.0001851707	0.9944642	2.334741e-05	0.00087514427	0.00011904073	0.0009380752	0.002170959	3.9680297e-05
"Harold ""Skip"" Garner"	0.06678796	0.70364726	0.021704685	0.030369148	0.004200033	0.015155706	0.0005017631	0.007709918	0.036386892	0.11353667
David Ho	0.019916082	0.1350195	0.6986704	0.05388856	0.0061057196	0.037700217	0.016692055	0.0028456936	0.018707287	0.010454446
Gerry Rubin	0.028878223	0.3892436	0.011627919	0.4167072	0.0007169983	0.017404523	0.07017205	0.0061017233	0.0104153305	0.048732467
J. Craig Venter	0.7417793	0.22065294	0.0017552506	0.028766816	5.479154e-05	0.000837204	0.0005484884	0.0008193394	0.0025821412	0.0022036845
Marc Vidal	0.0032876718	0.024320398	0.0007190999	0.6773075	0.00013163874	0.05927988	0.0023389983	0.001218704	0.22882646	0.0025696207
Edward Trifonov	0.0013206812	0.0071682236	0.0015701076	0.9650091	2.8824343e-05	0.00337246	0.00078193727	0.019572204	0.0007622712	0.00041412338
Christiane Nüsslein-Volhard	0.00015844038	0.0009094033	0.000110746114	0.9985947	4.4987373e-06	0.0001096546	3.034213e-06	6.322164e-05	2.090405e-05	2.5323445e-05
Árpád Furka	1.6097655e-07	3.885256e-06	4.172234e-07	0.9999912	4.943504e-08	2.014976e-07	9.331804e-10	5.137449e-07	3.4817608e-06	2.1801532e-07
Andrew Clark	0.018525781	0.96846	0.0014266466	0.006747471	0.00026564248	0.0017766414	0.00021692319	0.00071478606	0.0011432264	0.00072283007
Arthur Lesk	0.020665476	0.08525749	0.15211019	0.71375865	0.0005800246	0.013340831	0.0028820557	0.00083375437	0.0052321884	0.005339207
Dieter Oesterhelt	0.000105686864	5.6273246e-05	2.418727e-05	0.99937207	4.0982177e-06	0.00013096943	9.0880796e-08	1.531999e-05	0.00028693347	4.389368e-06
Kari Stefansson	0.00033496995	0.0017781724	0.000163849	0.009427182	7.649977e-05	0.0005747189	2.9625611e-05	7.7485936e-05	0.98747337	6.420576e-05
Richard Karp	0.03584097	0.7545608	0.013097721	0.15563765	0.0009445354	0.006197449	0.0050004916	0.014902289	0.006757717	0.007060316
Elizabeth Winzeler	0.01127642	0.41481575	0.009310555	0.46265936	0.00045763672	0.058418423	0.009766136	0.001585488	0.016616857	0.015093475
William McGinnis	0.02461685	0.83373374	0.029062564	0.019580685	0.013994193	0.024381116	0.0012129012	0.01374932	0.0041246465	0.03554397
Martin Nowak	0.0007240225	0.00044525004	2.1280164e-05	0.9979546	1.7836788e-06	0.00014200697	8.774135e-06	7.109357e-05	0.0006176193	1.3528056e-05
Andrew Fire	0.0048030075	0.9677682	0.003675967	0.010897421	0.00040657842	0.0026945332	0.0018897117	0.0052166516	0.0006101946	0.0020377545
Wolfgang Baumeister	0.0028872788	0.0025888658	0.0009229019	0.9889388	0.00012936196	0.0018837623	0.00013738462	0.00040690353	0.0014569454	0.0006477376
James Collins	0.010029573	0.9688654	0.0046650255	0.004546961	0.0007897662	0.004266347	3.6732057e-05	0.0014878727	0.00052123604	0.004791127
Michael Levine	0.045884524	0.62482166	0.005283101	0.051450495	0.0025146487	0.01512847	0.22590177	0.008903317	0.0112456195	0.008866395
Ajay K. Royyuru	0.0006879815	0.0032550767	0.00019429612	8.811438e-05	1.1972616e-05	9.820349e-05	2.9542398e-06	0.0074889045	0.00012893055	0.9880435
Carl Zimmer	0.005685741	0.09203299	0.0035485288	0.82812893	0.0017319698	0.026729522	0.00033093878	0.000495325	0.03306197	0.008254145
Roman A. Zubarev	6.6405584e-05	0.00091045257	0.00025892194	0.9785325	1.415308e-05	0.0001994792	0.00064130285	0.018952046	0.00031668248	0.00010806387
Patrick Brown	0.01581389	0.91426855	0.002902933	0.0403079	0.001562168	0.005791416	0.0010803879	0.0024799157	0.004694379	0.011098445
Abby Dernburg	0.051172554	0.5102412	0.02780197	0.34011698	0.0037803573	0.015475532	0.004560623	0.0040431824	0.0058494923	0.03695817
Jennifer Marshall Graves	0.019585041	0.6605009	0.0570023	0.013452719	0.0011664582	0.11708882	0.00018388427	0.009262327	0.0008367907	0.120920695
Yishi Jin	0.00021546031	0.001441681	0.9914602	0.00030730336	8.279516e-06	0.0008688783	0.0022414213	0.00013959444	0.000252374	0.003064922
Jay Keasling	0.00044184667	0.97734356	0.014966652	0.0032598923	0.0004133004	0.00052905147	5.828139e-06	0.00027969078	0.0008483516	0.0019118546
Harry Noller	0.04214408	0.75738317	0.0108602755	0.13276939	0.0013195713	0.029096294	0.0019597597	0.0022487533	0.006029003	0.016189689
Edison Liu	0.00048842776	0.0042510456	0.98604786	0.0040248362	0.0001965431	0.0038224494	3.2546497e-05	8.842703e-05	0.0008936419	0.00015428038
Sang Yup Lee	6.357284e-05	0.00076056947	0.99561524	0.0026288752	8.296868e-06	0.0006099961	5.5419133e-07	1.1086607e-05	0.00019384378	0.00010781697
Andrei Lupas	0.0064643887	0.0074102883	0.005310533	0.82056457	0.019903108	0.1336944	0.00046684782	0.003443576	0.0015766005	0.0011656642
Howard Cedar	0.059636075	0.049079325	0.116540276	0.105189696	0.0010900558	0.007586751	0.034725092	0.12496145	0.015509329	0.48568198
Vivian Cheung	0.00074688875	0.00990189	0.96194804	0.022239069	1.859444e-05	0.0030121598	0.00017371083	0.00021007548	0.0007844941	0.0009650353
Suzanne Cory	0.016483555	0.92068803	0.0042089866	0.035985544	0.00033470208	0.00989771	0.00018935697	0.0019025544	0.0021531582	0.00815633
Rade Drmanac	0.0009203632	0.0019729936	0.00033285219	0.99293876	0.0002944835	0.0010747655	9.754343e-05	0.0018455047	0.00030492456	0.00021791167
Eran Halperin	3.257417e-05	0.00019719444	1.3848206e-05	0.00062054273	3.4009647e-06	3.2086253e-05	0.9984641	0.00055483106	3.8726113e-05	4.282529e-05
Michael Hammer	0.013267919	0.27805224	0.0020361226	0.5591827	0.00093326694	0.0025764273	0.04636414	0.028787244	0.06057162	0.008228363
Joanna Mountain	0.0056519094	0.934982	0.0011743859	0.040041	0.00028301324	0.008712235	0.0001651822	0.004760983	0.0022316843	0.00199757
Stephen Quake	0.03168842	0.9435415	0.0063300477	0.006649174	0.00043688368	0.002287516	7.7776094e-05	0.0011582163	0.0012828773	0.0065475646
Mostafa Ronaghi	8.031924e-05	0.0037240782	0.00085766555	0.026659185	0.00072180334	0.0019883602	0.00023380865	0.9633926	0.0021260825	0.00021621372
Pardis Sabeti	0.08616568	0.02312337	0.06616568	0.16345331	0.043620184	0.07706148	0.0022266954	0.5136027	0.0073231864	0.01725766
Michael Snyder	0.7982076	0.002062327	0.00013415121	0.19522351	3.4899797e-06	0.00028969062	0.00024298944	0.0007847364	0.0030002703	5.121381e-05
Cecilia Arraiano	0.00031478016	0.002471083	0.0015387771	0.015408999	0.0010671435	0.9721101	2.7114598e-05	0.0012947172	0.0054047643	0.00036242345
David Bartel	0.025039956	0.19016847	0.0022568253	0.5688232	0.0027092702	0.14958605	0.033023715	0.0054796888	0.015327061	0.0075857705
Phil Kapranov	0.006988082	0.020692743	0.059621736	0.77309686	0.016380645	0.002512572	0.04819332	0.048845977	0.020164648	0.0035034572
Norbert Perrimon	0.0013165886	0.011415237	0.00061604136	0.97270954	0.0002764519	0.00928481	0.0005792363	0.0012879291	0.001893982	0.0006202374
Marco Marra	0.00058759726	0.001474908	0.0011481864	0.8622246	0.00023647818	0.13229302	3.7324942e-05	0.000890789	0.0010263914	8.073551e-05
Joe Nadeau	0.0026789652	0.17113596	0.032762356	0.63784146	0.003039559	0.036902186	0.0030387344	0.09121271	0.0034903642	0.017897647
Karen Nelson	0.049672585	0.69529873	0.008110784	0.18056801	0.0007859715	0.016902879	0.0062455973	0.0037810449	0.026838921	0.011795518
Jun Wang	4.0414216e-05	0.0026979835	0.99533147	0.00090257614	9.427019e-06	0.0006357473	3.226144e-06	9.088798e-06	0.00032628875	4.376817e-05
Thomas Gingeras	0.009082685	0.21527196	0.0031172521	0.67551714	0.02955983	0.017073493	0.0006996998	0.0022896745	0.04291659	0.0044716923
Ada Yonath	0.0643938	0.043634336	0.04763756	0.095659524	0.00804109	0.030501725	0.5140088	0.134155	0.019947803	0.042020347
Chung-I Wu	2.9839856e-07	1.2008919e-05	0.9999473	1.9478648e-05	3.8050405e-07	9.837757e-06	8.174841e-08	8.030484e-06	2.6431604e-07	2.2755014e-06
Scott Fraser	0.015851146	0.92579937	0.011413337	0.020666918	0.0007387598	0.007608938	0.0016511076	0.0032234162	0.000837507	0.012209531
Nadia Rosenthal	0.0271321	0.07836943	0.019647226	0.77252495	0.002444498	0.032305647	0.017113024	0.01975689	0.010485493	0.020220816
Xiaoliang Sunney Xie	0.00011634678	0.00090679125	0.9870176	0.0105930865	6.414626e-05	0.0009544098	4.8504967e-06	7.787107e-05	0.00020827894	5.664776e-05
Ian Baldwin	0.003825393	0.98951566	0.00032642102	0.0027080271	9.294114e-05	0.0014768189	0.0003441793	0.00012820447	0.00029604172	0.0012862384
Tom Mitchell	0.008076505	0.9602221	0.00076089485	0.011612197	0.0003159793	0.0033257524	0.00023576144	0.000628023	0.013627862	0.0011948162
Sarah Tishkoff	0.020210048	0.14252663	0.004959172	0.116499804	0.00040615618	0.0038224077	0.67212206	0.0031305978	0.030588971	0.005734251
Magda Konarska	0.0006219708	0.0075343642	0.0036957136	0.9144651	0.0020964048	0.003572845	0.00093795836	0.004102608	0.062644176	0.000328906
Bas van Steensel	0.10547192	0.09114596	0.009159175	0.6429076	0.0015740591	0.004643643	0.0014310746	0.02254038	0.11323179	0.007894418
Waclaw Szybalski	0.020323446	0.28857532	0.09379772	0.55997735	0.0004848217	0.023927223	9.457492e-05	0.0059012705	0.0005906177	0.0063276114
Peter Kim	0.043167584	0.050241906	0.5709538	0.24528565	0.0023104185	0.0113891065	0.0023959628	0.01002402	0.060644068	0.0035875472
Rob Knight	0.009381022	0.94807655	0.008324003	0.013248003	0.0009743572	0.00674361	0.00023369244	0.0035590865	0.00081079436	0.008648783
Leonid Kruglyak	0.00047629225	0.007794877	0.0008385658	0.9779032	0.00013691065	0.0012324096	0.004561319	0.004408072	0.00052506896	0.0021234287
Phil Bradley	0.010938024	0.96294194	0.001337427	0.020316226	7.264231e-05	0.001156126	0.00013622799	0.00071262155	0.0010753764	0.0013134406
Teresa Przytycka	2.8440492e-05	0.0018599225	8.43275e-05	0.98061293	7.0804717e-06	0.016796127	1.2402669e-06	9.9657345e-06	0.0005313984	6.864118e-05
Karen Adelman	0.01355323	0.27185345	0.0049759746	0.17743045	0.0004958667	0.013050548	0.4584977	0.04480005	0.009684759	0.0056579662
Colin Collins	0.006997698	0.9780733	0.0030506067	0.0043452345	0.0004890177	0.0027155243	2.5149031e-05	0.0006710435	0.0003319753	0.0033004133
Joe Gray	0.017564153	0.9361618	0.012548225	0.012149856	0.00033049684	0.012705587	0.00027173499	0.0028152212	0.0016915969	0.0037612556
Michael Schnall-Levin	0.21762128	0.41036442	0.006812778	0.20051415	0.00029390078	0.028375553	0.082677655	0.0014748187	0.040278576	0.011586877
Peter Campbell	0.00082159764	0.9867873	0.0005396548	0.0018250482	0.0008612532	0.0023567616	2.4901776e-05	0.0008250532	0.003658321	0.0023001
Nevan Krogan	0.032603037	0.4395724	0.010457327	0.39312437	0.00066793006	0.010058233	0.010066987	0.025282305	0.07594822	0.0022191985
Francois Spitz	0.45825666	0.0582369	0.014063275	0.42922178	0.0051780976	0.0032876236	0.002119599	0.016689539	0.007632347	0.005314162
Rachel Kolodny	0.027160889	0.024628906	0.012253379	0.639129	6.239235e-05	0.0007180053	0.059089504	0.09045845	0.0020448116	0.14445466
Mihai Pop	3.6546306e-05	0.0005501497	0.0025313909	0.97168016	0.00021244808	7.500739e-05	0.0008890786	0.023108575	0.0008042561	0.00011233054
Franziska Michor	0.00031319048	0.0011742645	0.0015614786	0.98624045	0.00022052269	0.0012798678	0.00027571252	0.00837294	0.0004441922	0.00011742079
Eytan Ruppin	0.002403702	0.032765094	0.0024210045	0.028212328	0.00015427753	0.0025819186	0.9302605	0.00013887434	0.00061791425	0.00044434448
