fpr	tpr	threshold	category
0.0	0.0	1.9999969	African
0.0	0.0005610098176718093	0.9999969	African
0.0	0.0016830294530154279	0.9999776	African
0.0	0.002244039270687237	0.9999769	African
0.0	0.0033660589060308557	0.9999596	African
1.129496809171514e-05	0.0033660589060308557	0.9999591	African
1.129496809171514e-05	0.005049088359046283	0.9999248	African
2.258993618343028e-05	0.005049088359046283	0.99992025	African
2.258993618343028e-05	0.0061711079943899015	0.99989665	African
3.388490427514542e-05	0.0061711079943899015	0.9998913	African
3.388490427514542e-05	0.0070126227208976155	0.9998667	African
4.517987236686056e-05	0.0070126227208976155	0.99984455	African
4.517987236686056e-05	0.009817671809256662	0.9997718	African
5.64748404585757e-05	0.009817671809256662	0.9997657	African
5.64748404585757e-05	0.025525946704067323	0.99924904	African
6.776980855029084e-05	0.025525946704067323	0.99924636	African
6.776980855029084e-05	0.02720897615708275	0.9992142	African
7.906477664200598e-05	0.02720897615708275	0.99921215	African
7.906477664200598e-05	0.03309957924263675	0.9990023	African
9.035974473372112e-05	0.03309957924263675	0.99900156	African
9.035974473372112e-05	0.03506311360448808	0.99893075	African
0.00010165471282543626	0.03506311360448808	0.99891055	African
0.00010165471282543626	0.03983169705469846	0.998716	African
0.0001129496809171514	0.03983169705469846	0.9986979	African
0.0001129496809171514	0.043478260869565216	0.9985298	African
0.00012424464900886656	0.043478260869565216	0.99852496	African
0.00012424464900886656	0.04375876577840112	0.9985089	African
0.00013553961710058169	0.04375876577840112	0.9985026	African
0.00013553961710058169	0.04600280504908836	0.9983041	African
0.00015812955328401197	0.04600280504908836	0.9982558	African
0.00015812955328401197	0.04628330995792426	0.99823475	African
0.00016942452137572712	0.04628330995792426	0.9982249	African
0.00016942452137572712	0.04936886395511921	0.998072	African
0.00018071948946744225	0.04936886395511921	0.99806446	African
0.00018071948946744225	0.0544179523141655	0.99764234	African
0.0001920144575591574	0.0544179523141655	0.9976398	African
0.0001920144575591574	0.06900420757363254	0.9966092	African
0.00020330942565087253	0.06900420757363254	0.99660134	African
0.00020330942565087253	0.06928471248246844	0.9965301	African
0.00021460439374258768	0.06928471248246844	0.9965238	African
0.00021460439374258768	0.0726507713884993	0.996207	African
0.0002258993618343028	0.0726507713884993	0.9961909	African
0.0002258993618343028	0.07321178120617111	0.9961893	African
0.0002258993618343028	0.07405329593267883	0.996135	African
0.00023719432992601796	0.07405329593267883	0.99612767	African
0.00023719432992601796	0.07545582047685835	0.9960018	African
0.0002484892980177331	0.07545582047685835	0.9959935	African
0.0002484892980177331	0.07601683029453016	0.9959638	African
0.0002597842661094482	0.07601683029453016	0.99595755	African
0.0002597842661094482	0.07798036465638149	0.9958704	African
0.00027107923420116337	0.07798036465638149	0.99579793	African
0.00027107923420116337	0.08274894810659186	0.9954508	African
0.0002936691703845937	0.08274894810659186	0.99541014	African
0.0002936691703845937	0.08330995792426367	0.9953061	African
0.0003049641384763088	0.08330995792426367	0.99528307	African
0.0003049641384763088	0.08779803646563815	0.99492645	African
0.00031625910656802393	0.08779803646563815	0.994925	African
0.00031625910656802393	0.0908835904628331	0.99453187	African
0.0003275540746597391	0.0908835904628331	0.99448276	African
0.0003275540746597391	0.09509116409537167	0.9939856	African
0.00033884904275145424	0.09509116409537167	0.9939737	African
0.00033884904275145424	0.09901823281907433	0.99348265	African
0.0003501440108431694	0.09901823281907433	0.9934633	African
0.0003501440108431694	0.09957924263674614	0.9933949	African
0.0003614389789348845	0.09957924263674614	0.9933501	African
0.0003614389789348845	0.10042075736325386	0.99322224	African
0.00037273394702659965	0.10042075736325386	0.9932126	African
0.00037273394702659965	0.10238429172510519	0.9930407	African
0.0003840289151183148	0.10238429172510519	0.9930362	African
0.0003840289151183148	0.10546984572230014	0.9926843	African
0.00039532388321002996	0.10546984572230014	0.99265116	African
0.00039532388321002996	0.10743338008415147	0.9924434	African
0.0004179138193934602	0.10743338008415147	0.9923781	African
0.0004179138193934602	0.10799438990182328	0.9923349	African
0.00042920878748517536	0.10799438990182328	0.99230534	African
0.00042920878748517536	0.11023842917251052	0.99189043	African
0.0004405037555768905	0.11023842917251052	0.9918813	African
0.0004405037555768905	0.11332398316970548	0.99124205	African
0.0004517987236686056	0.11332398316970548	0.99119395	African
0.0004517987236686056	0.1155680224403927	0.9908749	African
0.00046309369176032077	0.1155680224403927	0.99078256	African
0.00046309369176032077	0.11612903225806452	0.99062645	African
0.0004743886598520359	0.11612903225806452	0.9906218	African
0.0004743886598520359	0.11781206171107994	0.9904613	African
0.0004856836279437511	0.11781206171107994	0.99042577	African
0.0004856836279437511	0.11865357643758766	0.99023855	African
0.0004969785960354662	0.11865357643758766	0.99023366	African
0.0004969785960354662	0.12230014025245442	0.9896108	African
0.0005082735641271813	0.12230014025245442	0.989608	African
0.0005082735641271813	0.12258064516129032	0.98957866	African
0.0005308635003106116	0.12258064516129032	0.98954904	African
0.0005308635003106116	0.12426367461430575	0.9891234	African
0.0005421584684023267	0.12426367461430575	0.98911536	African
0.0005421584684023267	0.12875175315568022	0.9882952	African
0.0005421584684023267	0.12931276297335204	0.98823917	African
0.0005421584684023267	0.13464235624123422	0.98717415	African
0.000553453436494042	0.13464235624123422	0.987166	African
0.000553453436494042	0.13520336605890604	0.98702294	African
0.000564748404585757	0.13520336605890604	0.98690933	African
0.000564748404585757	0.13576437587657783	0.9868069	African
0.0005760433726774721	0.13576437587657783	0.98666334	African
0.0005760433726774721	0.1388499298737728	0.9855398	African
0.0005986333088609025	0.1388499298737728	0.9853785	African
0.0005986333088609025	0.14277699859747545	0.98433787	African
0.0006099282769526176	0.14277699859747545	0.9841007	African
0.0006099282769526176	0.1450210378681627	0.9837668	African
0.0006212232450443328	0.1450210378681627	0.98362505	African
0.0006212232450443328	0.14670406732117813	0.9832017	African
0.0006325182131360479	0.14670406732117813	0.98314786	African
0.0006325182131360479	0.14978962131837306	0.9825491	African
0.0006664031174111933	0.14978962131837306	0.98230183	African
0.0006664031174111933	0.1509116409537167	0.98191744	African
