category	roc_auc
African	0.9410932646160884
CelticEnglish	0.9577975161306267
EastAsian	0.9778484983236703
European	0.96136896379376
Hispanic	0.9743587149831668
Israel	0.9553671589807098
Muslim	0.9662681861143108
SouthAsian	0.9506943718918442
